questao,alternativa_E,alternativa_D,alternativaCorreta,alternativa_A,texto,alternativa_C,alternativa_B,pergunta
Questão 28446.   Inglês - Nível Superior - Prefeitura de Aroeiras PB - ACAPLAM - 2010,e) They would be repairing the bridge.,d) The bridge is being repaired.,'d',a) The bridge is repaired.,,c) The bridge has been repaired.,b) The bridge was repaired.,"Mark the sentence in which the passive voice is used correctly:

They are repairing the bridge"
Questão 18459.   Inglês - Nível Superior - EEAR - FAB - 2014,,d) Only the drivers can suffer injuries in a car accident.,'d',"a) Based on a study, men who have been drinking will probably be hurt in an accident.",,c) The risk of being hurt in a car accident is higher when you drink alcohol,b) Drunk passengers suffer more injuries than those who dont drink anything.,"Dont drink and ride

Alcohol can increase your risk of being hurt in a car accident, even if you aren""t behind the wheel. A new University of Michigan study reports that men who have been drinking are 50 percent more likely to experience a serious injury during a car accident than sober passengers.

According to the text, all the alternatives are correct, except:"
Questão 9885.   Inglês - Nível Superior - SEE DF - CESPE - 2014,,,'b',Certo,,,Errado,"Crossing the street while listening to an MP3 player may soon be illegal in New York. A law has been proposed in response to several deaths apparently caused by pedestrians stepping into traffic listening to iPods. The ban would also extend to other electronic devices including cell phones, video games and handheld email devices, and offenders would face a $ 100 fine.
      Pedestrians are getting so involved with what they are listening on their iPods that they dont pay enough attention to the traffic, often with tragic consequences. According to some official information, many people are being killed as a result of stepping off the sidewalk in front of fast-moving vehicles. And most of the accidents cant be avoided because the victims couldnt even hear the warning because of the use of MP3.

                        Mark Hancock & Annie McDonald. English result upper-intermediate. Oxford University Press. p. 103 (adapted).

Judge the following items according to the text.
In New York, a law was proposed to forbid the use of MP3 outdoors."
Questão 21787.   Inglês - Nível Superior - AL SP - FCC - 2010,e) get.,d) have.,'b',a) make.," When I talk with librarians about thinking of themselves as designers, sometimes they demur. ""Designer? I cant even draw a stick figure!"" But you dont need to. Whether you know it or not, youre already a designer.

Every time librarians create a bookmark, decide to house a collection in a new spot, or figure out how a new service
might work, theyre making design decisions. This is what I like to call design by neglect or unintentional design. Whether library employees wear name tags is a design decision. The length of loan periods and whether or not you charge fines is a design decision. Anytime you choose how people will interact with your library, youre making a design decision. All of these decisions add up to create an experience, good or bad, for your patrons.

When we are mindful of our roles as library experience designers, we can make more informed design choices. This awareness can provide better experiences for our patrons and demonstrate that we care about them.

Really. People will notice, [CONJUNCTION] not necessarily consciously, if we [VERB] the time to think about them when were developing our services. The secret here is not to think of library patrons, users, or customers: we need to think of people. We need to consider their lives and what theyre trying to accomplish. This act, which can only be done by cultivating the skill of empathy, is the most important ? and perhaps the most difficult ? part of user experience design.

(Adapted from http://www.libraryjournal.com/article/CA6713142.html?nid=2673&source=title&rid=1105906703)",c) give.,b) take.,Which is the correct alternative to replace [VERB]?
Questão 23593.   Inglês - Nível Superior - CEMIG TELECOM - BD - 2014,,"d) I, II, III e IV.",'c',a) I.,,"c) I, II e III.",b) III e IV.,"Levando em consideração as diferentes formas de se referir a ações no futuro, analise os itens seguintes:

I. Claire is working at the library on Friday morning.
II. When I retire, I am going to go back to Liverpool to live.
III. The telephone is ringing, but I wont answer it.
IV. James and Sarah are working two jobs to afford a private school for their children.

O emprego dos termos em destaque está CORRETO apenas em"
Questão 4360.   Inglês - Nível Superior - Petrobrás - CESGRANRIO - 2012,"e) prospective (line 84) and ""former"" are synonyms.","d) enhance (line 66) and ""reduce"" express similar ideas.",'b',"a) major (line 22) and ""main"" express opposite ideas."," 
","c) smart (line 51) and ""intelligent"" are antonyms.","b) headquarters (line 40) could be substituted by ""main
office"".","Based on the meanings of the words in Text I,
"
Questão 18462.   Inglês - Nível Superior - EEAR - FAB - 2014,,d) love letter.,'a',a) get well message.,,c) business letter.,b) piece of advice.,"Read the text and answer question 38.

Dear Matthew, I was really upset to hear about your accident. It sounds terrible! You re lucky to have only one broken leg! Hope you re back on your feet soon!

Love, Rachel

We can infer that the text is a"
Questão 19104.   Inglês - Nível Médio - IME - EB - 2014,e) Villarreal managed to find who the offender was with the help of Neymar.,d) Dani Alves decision to eat a banana thrown at him during a game ignited a racism discussion in the social media.,'d',a) Villareal took the racism episode for granted.," Text 1
                        Luis Suárez joins anti-racism calls after Dani Alves banana incident

            The Barcelona defender Dani Alves has sparked a social media campaign against racism in football as support flooded in from fellow professionals for his decision to eat a banana thrown at him by an opposition fan.
            Luis Suárez, Neymar, Hulk, Mario Balotelli and Sergio Agüero were among those who posted pictures of themselves taking bites out of bananas in tribute to Alves actions in his side s La Liga match at Villarreal on Sunday.
            The Fifa president Joseph Blatter has branded the abuse directed at Alves an ""outrage"" and promised zero tolerance towards discrimination at the World Cup, while Villarreal took swift action by identifying the culprit and handing him a lifetime stadium ban.
            Alves response to the banana being thrown on to the pitch in front of him as he prepared to take a corner was to nonchalantly pick it up, peel it and take a bite before continuing with the game. The 30-year- old, who has been the victim of racist abuse before during his time in La Liga, said: ""You need to take these situations with a dose of humour.""
       Players across Europe paid homage on Twitter and Instagram, including Suárez, who served an eight-match ban for racially abusing Patrice Evra.
            Alves s Barça and Brazil team-mate Neymar led the way after posting a picture on Instagram of himself holding a banana, while writing ""We are all monkeys"". Balotelli, Milan""s former Manchester City striker, posted a picture of himself in a similar pose.
            Suárez posted a picture on Twitter of himself and Liverpool team-mate Philippe Coutinho taking bites out of bananas, along with the words: ""#SayNoToRacism #WeAreAllMonkeys.""
            (...)
             Barça gave their player their ""complete support and solidarity"" and thanked Villarreal for their ""immediate condemnation"" of the incident. Villarreal later revealed they had, with the help of fans, found out who the culprit was, had withdrawn his season ticket and banned him from the El Madrigal stadium for life.

Disponível em:","c) even Suárez, who has already been racially abused by Patrice Eva paid homage to Dani Alves.",b) the offender was banned from the stadium because of Neymars photo on Instagram.,It is implied in text 1 that
Questão 21976.   Inglês - Nível Superior - AL PE - FCC - 2014,"e) apesar de pressionado pelos republicanos, o Presidente Obama negou-se a fazer quaisquer concessões de linha mais conservadora.","d) Boehner teve o apoio da maioria dos republicanos, apesar das divergências internas do partido.",'a',"a) embora a Câmara dos Representantes americana seja majoritariamente republicana, aprovou, com maioria dos democratas, elevar o teto da dívida até 2015."," House Approves Higher Debt Limit Without Condition
By JONATHAN WEISMAN and ASHLEY PARKER
Feb. 11, 2014

WASHINGTON - Ending three years of brinkmanship in which the threat of a devastating default on the nations debt was used to wring conservative concessions from President Obama, the House on Tuesday voted to raise the governments borrowing limit until March 2015, without any conditions.
The vote - 221 to 201 - relied almost entirely on Democrats in the Republican-controlled House to carry the measure and represented the first debt ceiling increase since 2009 that was not attached to other legislation. Only 28 Republicans voted yes, and only two Democrats voted no.
Simply by holding the vote, Speaker John A. Boehner of Ohio effectively ended a three-year Tea Party-inspired era of budget showdowns that had raised the threat of default and government shutdowns, rattled economic confidence and brought serious scrutiny from other nations questioning Washingtons ability to govern. In the process, though, Mr. Boehner also set off a series of reprisals from fellow Republican congressmen and outside groups that showcased the partys deep internal divisions.
During the October 2013 government shutdown, The Timess David Leonhardt explained the debt limit and how a failure to raise it could have affected the economy both at home and abroad.
""He gave the president exactly what he wanted, which is exactly what the Republican Party said we did not want, said a Republican representative, Tim Huelskamp of Kansas, who last year unsuccessfully tried to rally enough support to derail Mr. Boehners re-election as speaker. Its going to really demoralize the base.
The vote was a victory for President Obama, Democrats and those Senate Republicans who have argued that spending money for previously incurred obligations was essential for the financial standing of the federal government. Tonights vote is a positive step in moving away from the political brinkmanship thats a needless drag on our economy, Jay Carney, the White House press secretary, said in a statement.
""A clean debt ceiling is a complete capitulation on the speakers part and demonstrates that he has lost the ability to lead the House of Representatives, let alone his own party, said Jenny Beth Martin, co-founder of the Tea Party Patriots. It is time for him to go.
Senator Harry Reid of Nevada, the majority leader, commended the speaker and promised to pass the bill as soon as possible. Were happy to see the House is legislating the way they should have legislated for a long time, he said.

(Adapted from http://www.nytimes.com/2014/02/12/us/politics/ boehner-to-bring-debt-ceiling-to-vote-without-policy- attachments. html?nl=todaysheadlines&emc=edit_th_2014021 2&_r=0)",c) os republicanos vinham emperrando a aprovação do aumento do teto da dívida desde 2009.,"b) os republicanos aprovaram a elevação do teto da dívida, mas impuseram determinados cortes de gastos públicos.","Segundo o texto,"
Questão 30389.   Inglês - Nível Superior - CPTM - MAKIYAMA - 2012,e) on,d) from,'b',a) of,"  Generation Y
By Sally Kane, About.com Guide

Born in the mid-1980""s and later, Generation Y legal professionals are in their 20s and are just entering the workforce. With numbers estimated as high as 70 million, Generation Y (also -1- as the Millennials) is the fastest growing segment of today""s workforce. As law firms compete for available talent, employers cannot ignore the needs, desires and attitudes of this vast generation. Below are a few common traits that define Generation Y.

Tech-Savvy: Generation Y grew up with technology and rely on it to perform their jobs better. Armed with BlackBerrys, laptops, cellphones and other gadgets, Generation Y is plugged-in 24 hours a day, 7 days a week. This generation prefers to communicate through e-mail and text messaging rather than face-to-face contact and -2- webinars and online technology to traditional lecture-based presentations.

Family-Centric: The fast-track has lost much of its appeal for Generation Y who is willing to trade high pay for fewer billable hours, flexible schedules and a better work/life balance. While older generations may view this attitude as narcissistic or lacking commitment, discipline and drive, Generation Y legal professionals have a different vision of workplace expectations and prioritize family over work.

Achievement-Oriented: Nurtured and pampered -3- parents who did not want to make the mistakes of the previous generation, Generation Y is confident, ambitious and achievement-oriented. They have high expectations of their employers, seek out new challenges and are not afraid to question authority. Generation Y wants meaningful work and a solid learning curve

Team-Oriented: As children, Generation Y participated in team sports, play groups and other group activities. They value teamwork and seek the input and affirmation of others. Part of a no-person-left-behind generation, Generation Y is loyal, committed and wants to be included and involved.

Attention-Craving: Generation Y craves attention in the forms of feedback and guidance. They appreciate being kept in the loop and seek frequent praise and reassurance. Generation Y may benefit greatly from mentors who can help guide and develop their young careers.

Font: http://legalcareers.about.com/od/practicetips/a/Ge... ",c) for,b) by,The word that best complete the gap 3 is:
Questão 18767.   Inglês - Nível Médio - ETAM - BIO-RIO - 2015,,d) benéfico.,'a',a) bem.,"    Is blue growth the beginning or end of a healthier ocean?

March 17th 2015

Across the globe, countries are increasingly looking seaward in search of new economic opportunities, including oil, gas, and mineral extraction from the sea floor, renewable energy development, and biotechnology.
The push to expand this so-called blue economy"" comes at a time when the ecological health of the oceans is seriously degraded. Last year, the Economist""s World Ocean Summit concluded with a resounding consensus that more needs to be done to protect and restore the world""s seas, especially the high seas. Will blue growth help or harm efforts to achieve a healthier ocean ecosystem?
The U.N. has proposed ambitious sustainable development goals relating to ocean health. They include reducing pollution from agriculture run-off, decreasing untreated sewage and solid waste, rebuilding depleted fish stocks, and protecting and restoring natural habitats.
A healthy ocean ecosystem is a public goodboth locally and globally. Mangroves, corals, and salt marshes protect  coastal towns from storms. Oceans store carbon and produce oxygen that benefits us all. And areas of high biodiversity support global fisheries and are essential for resilient and productive oceans.
These natural benefits can remain intact if nations encourageand even requireparticipants in the blue economy to reinvest the economic capital created from that economy in the natural capital of marine and coastal ecosystems; namely by restoring degraded habitats, protecting healthy ones, and financing blue economy greening"" efforts.
Channeling the new wealth of a growing blue economy into projects that will build a healthier ocean will require new financial tools. For instance, a global ocean trust fund, eco taxes, or user fees could be managed at the global level (say the U.N., World Bank, or the Global Environmental Facility) or even at a regional level, perhaps through existing regional seas organisations.
But for now the blue economy needs to aim higher than merely to do no harm. Converting blue economic capital into blue natural capital can raise all boats and produce a healthier, more sustainable blue economy.

                       (http://www.economistinsights.com/opinion/blue-growth-beginning-or-endhealthier-ocean)",c) beleza.,b) bom.,A palavra good em A healthy ocean ecosystem is a public good significa:
Questão 18765.   Inglês - Nível Médio - ETAM - BIO-RIO - 2015,,d) argumentação contra o lançamento indiscriminado de esgoto nos rios.,'a',a) discussão sobre investimento e uso sustentável do oceano.,"    Is blue growth the beginning or end of a healthier ocean?

March 17th 2015

Across the globe, countries are increasingly looking seaward in search of new economic opportunities, including oil, gas, and mineral extraction from the sea floor, renewable energy development, and biotechnology.
The push to expand this so-called blue economy"" comes at a time when the ecological health of the oceans is seriously degraded. Last year, the Economist""s World Ocean Summit concluded with a resounding consensus that more needs to be done to protect and restore the world""s seas, especially the high seas. Will blue growth help or harm efforts to achieve a healthier ocean ecosystem?
The U.N. has proposed ambitious sustainable development goals relating to ocean health. They include reducing pollution from agriculture run-off, decreasing untreated sewage and solid waste, rebuilding depleted fish stocks, and protecting and restoring natural habitats.
A healthy ocean ecosystem is a public goodboth locally and globally. Mangroves, corals, and salt marshes protect  coastal towns from storms. Oceans store carbon and produce oxygen that benefits us all. And areas of high biodiversity support global fisheries and are essential for resilient and productive oceans.
These natural benefits can remain intact if nations encourageand even requireparticipants in the blue economy to reinvest the economic capital created from that economy in the natural capital of marine and coastal ecosystems; namely by restoring degraded habitats, protecting healthy ones, and financing blue economy greening"" efforts.
Channeling the new wealth of a growing blue economy into projects that will build a healthier ocean will require new financial tools. For instance, a global ocean trust fund, eco taxes, or user fees could be managed at the global level (say the U.N., World Bank, or the Global Environmental Facility) or even at a regional level, perhaps through existing regional seas organisations.
But for now the blue economy needs to aim higher than merely to do no harm. Converting blue economic capital into blue natural capital can raise all boats and produce a healthier, more sustainable blue economy.

                       (http://www.economistinsights.com/opinion/blue-growth-beginning-or-endhealthier-ocean)",c) descrição detalhada sobre construção de plataformas de petróleo.,"b) reflexão sobre a extração de petróleo, minério e gás no litoral.",O texto tem como foco principal uma:
Questão 18991.   Inglês - Nível Médio - EsFCEx - EB - 2011,e) 2011.,d) 2010.,'e',a) 2007.," Mark Zuckerbergs 650 Million Friends (and counting) 

    Back in June 2009, the globes potpourri of social-networking sites was extremely diverse: Googles Orkut dominated India and Brazil; Central and South America preferred Hi5; Maktoob was king in the Arab world. The Vietnamese liked Zing, the Czechs loved Lidé, South Koreans surfed Cyworld. Two years after that, and Facebook has stolen users away from its rivals very fast. Its completely knocked Hi5 off the map in former strongholds such as Peru, Mexico, and Thailand. After a tense back-and-forth with Orkut in India, Facebook has emerged victorious. And its becoming more popular in Armenia, Georgia, and the Netherlands, where local providers are making a desperate last stand.
   There are some glaring exceptions to Facebooks colonization kick. Russians continue to use Vkontakte and Odnoklassniki, with Facebook a distant fourth in the rankings. China remains highly committed to domestic sites such as Qzone and Renren. But for the rest of us, were living in Zuckerbergs world.

(endereço eletrônico omitido propositadamente)",c) 2009.,b) 2008.,"According to the text, Facebooks boom on the Internet was in"
Questão 9884.   Inglês - Nível Superior - SEE DF - CESPE - 2014,,,'a',Certo,,,Errado,"   Crossing the street while listening to an MP3 player may soon be illegal in New York. A law has been proposed in response to several deaths apparently caused by pedestrians stepping into traffic listening to iPods. The ban would also extend to other electronic devices including cell phones, video games and handheld email devices, and offenders would face a $ 100 fine.
      Pedestrians are getting so involved with what they are listening on their iPods that they dont pay enough attention to the traffic, often with tragic consequences. According to some official information, many people are being killed as a result of stepping off the sidewalk in front of fast-moving vehicles. And most of the accidents cant be avoided because the victims couldnt even hear the warning because of the use of MP3.

        Mark Hancock & Annie McDonald. English result upper-intermediate. Oxford University Press. p. 103 (adapted).
Judge the following items according to the text.

Most of the people who were involved in the accidents mentioned in the text couldnt hear the vehicles approaching because they were distracted by their MP3 players."
